goodreads_book_id,tag_id,count
1232,8067,155
1232,11505,154
1232,5090,154
1232,10197,152
1232,9477,152
1232,20774,149
1232,7457,144
1232,9886,143
1232,26256,139
1232,31133,139
1232,32586,138
1232,3392,131
1232,10862,126
1232,20926,125
1232,27535,123
1232,11570,123
1232,14552,122
1232,20989,122
1232,1128,121
1232,20849,120
1232,6288,118
1232,18318,113
1232,15169,112
1232,4959,112
1232,11574,110
1232,8517,106
1232,24960,104
1232,1691,104
1232,31140,104
1232,9638,104
1232,7852,102
1232,25506,98
1232,25151,96
1232,25152,95
1232,4985,94
1232,29316,93
1232,9484,91
1232,25149,89
1232,26251,87
1232,25150,86
1232,10210,86
1232,22689,85
1232,30672,85
1232,31505,83
1232,5481,82
1232,25148,79
1232,11978,79
1232,4968,78
1232,11491,77
1232,26126,75
1232,22352,72
1232,26246,72
1232,20731,72
1232,941,71
1232,20824,70
1232,25145,67
1849,30574,1033
1849,11743,223
1849,8717,135
1849,21317,130
1849,20939,106
1849,29076,51
1849,9221,48
1849,30358,43
1849,11557,40
1849,20994,39
1849,22743,34
1849,9260,33
1849,30386,32
1849,27199,30
1849,3389,27
1849,8517,25
1849,16500,25
1849,3371,24
1849,17213,20
1849,5207,19
1849,9259,18
1849,1540,17
1849,18045,16
1849,22753,15
1849,3379,14
1849,20989,14
1849,16501,14
1849,3358,12
1849,20926,12
1849,29553,12
1849,10210,11
1849,9336,11
1849,20849,9
1849,27535,9
1849,30521,9
1849,1614,9
1849,1691,8
1849,22034,8
1849,12948,8
1849,10866,8
1849,15169,7
1849,23909,7
1849,23928,7
1849,8020,7
1849,21989,6
1849,10197,6
1849,1542,6
1849,1642,6
1849,8527,6
1849,1659,6
1849,28466,6
1849,29083,6
1849,5090,5
1849,3377,5
1849,24996,5
1849,18284,5
1849,8535,5
1849,21003,5
1849,25148,5
1849,6122,5
1849,1554,5
1849,21319,5
1849,3392,4
1849,25153,4
1849,32586,4
1849,11503,4
1849,10093,4
1849,23885,4
1849,20957,4
1849,20933,4
1849,11978,4
1849,5481,4
1849,31557,4
1849,617,4
1849,22733,4
1849,13962,4
1849,9730,4
1849,8545,4
1849,30373,4
1849,21265,4
1849,30381,4
1849,16485,4
1849,8288,4
1849,21315,4
1849,1128,3
1849,23037,3
1849,25149,3
1849,10094,3
1849,8549,3
1849,12940,3
1849,4076,3
1849,23323,3
1849,15392,3
1849,21953,3
1849,9343,3
1849,11833,3
1849,24991,3
1849,22083,3
1849,18536,3
1849,21318,3
2049,30574,4484
2049,20939,353
2049,11743,243
2049,8517,201
2049,21672,184
2049,8717,137
2049,9336,64
2049,22743,53
2049,7457,51
2049,11557,46
2049,13936,43
2049,8527,42
2049,20926,38
2049,2277,37
2049,22034,33
2049,24946,32
2049,30358,28
2049,20994,27
2049,9343,26
2049,6574,26
2049,5207,24
2049,20957,24
2049,13957,22
2049,9221,19
2049,27199,18
2049,8533,18
2049,10197,17
2049,18367,16
2049,430,16
2049,21989,15
2049,7404,15
2049,923,15
2049,2313,13
2049,8536,13
2049,18589,13
2049,3392,12
2049,23441,12
2049,17213,11
2049,24646,11
2049,19309,11
2049,18045,10
2049,30521,10
2049,31656,10
2049,20963,10
2049,9360,10
2049,20989,9
2049,6131,9
2049,25150,8
2049,10093,8
2049,6122,8
2049,8524,8
2049,20849,7
2049,18326,7
2049,21111,7
2049,29076,7
2049,10210,7
2049,25149,7
2049,10094,7
2049,8518,7
2049,8545,7
2049,23438,7
2049,22753,6
2049,20774,6
2049,3371,6
2049,2312,6
2049,30386,6
2049,25822,6
2049,31557,6
2049,10644,5
2049,25152,5
2049,2294,5
2049,1642,5
2049,12948,5
2049,17442,5
2049,1659,5
2049,9347,5
2049,20947,5
2049,22014,5
2049,20979,5
2049,432,5
2049,6575,5
2049,11590,4
2049,25765,4
2049,25151,4
2049,14764,4
2049,26735,4
2049,21003,4
2049,31528,4
2049,30748,4
2049,24358,4
2049,17445,4
2049,20961,4
2049,8539,4
2049,21673,4
2049,24360,4
2049,12989,4
2049,13159,4
2049,23452,4
2049,13937,4
2049,24651,4
2050,30574,1130
2050,20939,685
2050,8717,310
2050,21672,285
2050,11557,162
2050,7457,148
2050,9336,107
2050,22743,99
2050,240,95
2050,8527,74
2050,20926,70
2050,30358,64
2050,236,64
2050,22034,55
2050,20994,54
2050,13936,53
2050,11743,52
2050,251,43
2050,7404,42
2050,5207,41
2050,20957,39
2050,9343,38
2050,24946,38
2050,3389,36
2050,3392,33
2050,21989,33
2050,8517,33
2050,430,31
2050,27199,30
2050,3371,28
2050,923,28
2050,8533,27
2050,13957,27
2050,17213,25
2050,261,24
2050,6574,23
2050,9221,22
2050,18045,22
2050,2313,22
2050,18589,22
2050,30521,21
2050,31656,20
2050,248,20
2050,6131,20
2050,10197,19
2050,10210,18
2050,20963,18
2050,9360,18
2050,8536,18
2050,20989,16
2050,272,16
2050,22753,15
2050,11590,14
2050,2294,14
2050,1642,14
2050,3358,14
2050,23441,14
2050,31557,13
2050,24646,13
2050,20979,13
2050,25150,12
2050,29076,12
2050,8518,12
2050,25148,12
2050,254,12
2050,30386,11
2050,20947,11
2050,10093,10
2050,8545,10
2050,20774,9
2050,20849,9
2050,25151,9
2050,2312,9
2050,32586,9
2050,14467,9
2050,24995,9
2050,8535,9
2050,271,9
2050,6122,9
2050,18326,8
2050,25149,8
2050,4949,8
2050,23349,8
2050,31528,8
2050,30373,8
2050,8524,8
2050,19309,8
2050,6575,8
2050,25152,7
2050,2271,7
2050,2335,7
2050,26735,7
2050,17442,7
2050,25822,7
2050,31535,7
2050,24648,7
2050,20961,7
2050,21673,7
2050,928,7
2050,21674,7
2052,21672,627
2052,30574,583
2052,11557,579
2052,240,191
2052,7404,189
2052,30358,184
2052,20994,180
2052,20926,170
2052,8527,164
2052,22034,163
2052,2277,141
2052,5207,140
2052,236,117
2052,4949,117
2052,18367,109
2052,27199,108
2052,18045,95
2052,3392,90
2052,3389,86
2052,20957,84
2052,923,82
2052,8533,80
2052,3371,77
2052,30521,77
2052,2313,77
2052,9343,77
2052,21989,74
2052,420,73
2052,251,72
2052,10197,64
2052,18589,63
2052,9221,55
2052,6131,55
2052,30445,54
2052,11590,53
2052,13957,53
2052,22753,52
2052,24946,52
2052,31656,48
2052,29076,48
2052,24646,43
2052,1659,42
2052,9360,41
2052,8545,41
2052,8536,41
2052,30672,40
2052,20989,40
2052,20963,40
2052,254,40
2052,10210,39
2052,26735,39
2052,2312,37
2052,32586,37
2052,248,35
2052,1416,35
2052,20849,33
2052,25152,33
2052,22743,32
2052,14467,31
2052,3358,31
2052,6574,31
2052,8717,30
2052,10644,30
2052,25150,29
2052,5090,27
2052,30463,27
2052,20774,26
2052,20939,25
2052,2294,25
2052,30386,25
2052,8518,25
2052,261,25
2052,23441,25
2052,25151,24
2052,3379,24
2052,31505,24
2052,25114,23
2052,8524,23
2052,12948,22
2052,25149,22
2052,5051,22
2052,2271,21
2052,25148,21
2052,11743,20
2052,10093,20
2052,8535,20
2052,19524,20
2052,25506,20
2052,24648,20
2052,20961,20
2052,20979,20
2052,2335,19
2052,3377,19
2052,10094,19
2052,18051,19
2052,20282,19
2052,31557,19
2052,6122,19
2052,9347,19
2052,20947,19
2054,30574,2695
2054,20939,707
2054,11743,575
2054,8717,433
2054,8517,325
2054,11557,308
2054,7457,163
2054,9336,101
2054,240,101
2054,22743,93
2054,8527,76
2054,20994,74
2054,22034,71
2054,236,66
2054,30358,60
2054,13936,58
2054,2277,55
2054,7404,49
2054,5207,42
2054,4949,41
2054,251,39
2054,24946,38
2054,27199,34
2054,923,34
2054,20957,33
2054,18367,32
2054,8533,31
2054,9343,31
2054,17213,30
2054,21989,29
2054,21672,29
2054,13957,29
2054,30521,28
2054,2313,27
2054,261,27
2054,248,27
2054,206,27
2054,6574,25
2054,2224,24
2054,9221,23
2054,10197,23
2054,3371,22
2054,31656,22
2054,442,22
2054,18589,22
2054,3392,21
2054,18045,21
2054,32586,21
2054,20963,20
2054,3389,19
2054,11590,18
2054,272,18
2054,10210,17
2054,6131,17
2054,199,17
2054,22753,16
2054,29076,16
2054,24646,16
2054,2335,15
2054,20989,15
2054,254,15
2054,8545,15
2054,8536,15
2054,20774,14
2054,9360,14
2054,31557,14
2054,204,14
2054,20979,14
2054,23441,14
2054,1642,13
2054,30672,13
2054,10644,12
2054,10093,12
2054,3358,12
2054,8535,12
2054,1659,12
2054,6122,12
2054,3069,12
2054,2242,12
2054,19309,12
2054,2294,11
2054,8518,11
2054,11978,11
2054,22014,11
2054,8524,11
2054,20849,10
2054,30386,10
2054,3379,9
2054,30373,9
2054,9347,9
2054,23895,9
2054,25150,8
2054,18326,8
2054,21111,8
2054,25148,8
2054,25506,8
2054,1416,8
2054,13759,8
2054,8539,8
2054,2241,8
2142,30574,1200
2142,8717,63
2142,7116,56
2142,29076,49
2142,11743,45
2142,1691,35
2142,26138,27
2142,26837,23
2142,11557,21
2142,22753,18
2142,30358,18
2142,7077,18
2142,9221,16
2142,20849,16
2142,22743,15
2142,29443,14
2142,22973,13
2142,1659,13
2142,15169,12
2142,8055,12
2142,25647,12
2142,29083,12
2142,18045,11
2142,4949,11
2142,25685,11
2142,5207,10
2142,32586,10
2142,30386,10
2142,11763,10
2142,33114,9
2142,29011,9
2142,20939,8
2142,1540,8
2142,9239,8
2142,22689,7
2142,21689,7
2142,7183,7
2142,11305,6
2142,25690,6
2142,9237,6
2142,3389,5
2142,3392,5
2142,27535,5
2142,15626,5
2142,22944,5
2142,11166,5
2142,7202,5
2142,20774,4
2142,22034,4
2142,26897,4
2142,22352,4
2142,16773,4
2142,1542,4
2142,9886,4
2142,12948,4
2142,30672,4
2142,11503,4
2142,3358,4
2142,25149,4
2142,22344,4
2142,14821,4
2142,30373,4
2142,19961,4
2142,7094,4
2142,7144,4
2142,7171,4
2142,7188,4
2142,7123,4
2142,27199,3
2142,24960,3
2142,2104,3
2142,25765,3
2142,11505,3
2142,615,3
2142,17213,3
2142,10210,3
2142,3379,3
2142,3377,3
2142,20926,3
2142,18051,3
2142,5180,3
2142,23349,3
2142,24662,3
2142,28341,3
2142,15392,3
2142,7143,3
2142,7158,3
2142,7083,3
2142,29444,3
2142,11526,3
2142,29447,3
2142,20989,2
2142,5510,2
2142,26771,2
2142,32088,2
2142,5361,2
2142,21368,2
2142,20911,2
2142,32123,2
2142,10727,2
2373,30574,53438
2373,20939,927
2373,8717,759
2373,30358,543
2373,8517,528
2373,11743,470
2373,11557,266
2373,27199,208
2373,20994,200
2373,16302,175
2373,29076,172
2373,22743,126
2373,20926,100
2373,9336,94
2373,30386,90
2373,5207,89
2373,18222,82
2373,8527,77
2373,9221,72
2373,14821,72
2373,20989,66
2373,8545,64
2373,18045,63
2373,16308,63
2373,17213,60
2373,9163,59
2373,8533,54
2373,20662,45
2373,20957,44
2373,22753,42
2373,30521,40
2373,29083,39
2373,1642,36
2373,32586,34
2373,10197,33
2373,8055,32
2373,9166,32
2373,12366,29
2373,3389,28
2373,30373,25
2373,10210,24
2373,18223,24
2373,8535,23
2373,30381,23
2373,20547,22
2373,15169,21
2373,20849,21
2373,10094,21
2373,1659,21
2373,12035,21
2373,20774,20
2373,21001,20
2373,27187,20
2373,22034,19
2373,3392,19
2373,10093,19
2373,27188,19
2373,11590,18
2373,20656,18
2373,1540,17
2373,23888,16
2373,20933,16
2373,21003,16
2373,10644,15
2373,5090,14
2373,8518,14
2373,20991,14
2373,20963,13
2373,22944,13
2373,20570,13
2373,12355,13
2373,20961,13
2373,3371,12
2373,24996,12
2373,30362,12
2373,4949,12
2373,5481,12
2373,2277,11
2373,23885,11
2373,22333,11
2373,21815,11
2373,25152,10
2373,25150,10
2373,21437,10
2373,31656,10
2373,18054,10
2373,24997,10
2373,8549,10
2373,18051,10
2373,9360,10
2373,21274,10
2373,9477,10
2373,32099,10
2373,6122,10
2373,5036,10
2373,25848,10
2373,547,10
2373,24517,10
2373,26657,10
2373,25151,9
2430,30574,5811
2430,11743,53
2430,20939,41
2430,8717,38
2430,28696,34
2430,30358,31
2430,9221,22
2430,17863,17
2430,19352,16
2430,29076,15
2430,8517,14
2430,19354,14
2430,5207,11
2430,22743,11
2430,17857,9
2430,20994,7
2430,11557,5
2430,18045,5
2430,30386,5
2430,20989,5
2430,27199,4
2430,15169,4
2430,3371,4
2430,20926,4
2430,18790,4
2430,22753,3
2430,1691,3
2430,20849,3
2430,14064,3
2430,22944,3
2430,13962,3
2430,1554,3
2430,28685,3
2430,17864,3
2430,17860,3
2430,500,3
2430,2104,2
2430,22034,2
2430,22689,2
2430,21989,2
2430,30521,2
2430,8055,2
2430,8067,2
2430,30672,2
2430,3379,2
2430,8527,2
2430,1659,2
2430,4949,2
2430,1540,2
2430,21815,2
2430,26697,2
2430,2158,2
2430,14092,2
2430,9949,2
2430,503,2
2430,2071,2
2430,22732,2
2430,29511,2
2430,20353,2
2430,499,2
2430,22707,2
2430,20948,2
2430,8396,2
2430,21233,2
2430,33195,2
2430,33357,2
2430,20940,2
2430,20774,1
2430,13613,1
2430,28071,1
2430,11765,1
2430,4475,1
2430,32488,1
2430,25056,1
2430,28695,1
2430,6670,1
2430,20355,1
2430,22647,1
2430,25459,1
2430,30392,1
2430,20920,1
2430,27193,1
2430,1292,1
2430,32205,1
2430,505,1
2430,1262,1
2430,27514,1
2430,9361,1
2430,22800,1
2430,19353,1
2430,5373,1
2430,30842,1
2430,14755,1
2430,8818,1
2430,6673,1
2430,20976,1
2430,21040,1
2430,20891,1
2430,18441,1
2430,18506,1
3447,30574,6057
3447,11743,448
3447,8717,226
3447,11557,145
3447,20939,145
3447,4949,88
3447,32130,73
3447,22743,49
3447,14487,49
3447,31883,45
3447,5207,37
3447,18367,36
3447,22034,33
3447,8067,26
3447,26735,25
3447,5051,25
3447,18326,23
3447,8055,22
3447,30358,22
3447,12948,21
3447,31885,20
3447,20994,18
3447,18045,16
3447,1659,16
3447,22753,15
3447,2277,15
3447,29076,15
3447,20138,15
3447,8517,14
3447,12315,13
3447,4985,13
3447,1642,12
3447,14552,12
3447,20047,12
3447,20849,11
3447,21989,11
3447,30672,11
3447,23931,11
3447,2104,10
3447,7457,10
3447,2312,10
3447,24960,9
3447,9221,9
3447,22689,9
3447,30521,9
3447,25114,9
3447,30440,8
3447,2294,7
3447,32586,7
3447,26740,7
3447,18292,7
3447,25506,7
3447,24526,7
3447,14370,7
3447,2313,6
3447,14467,6
3447,2759,6
3447,487,6
3447,11590,5
3447,25150,5
3447,5444,5
3447,31656,5
3447,18318,5
3447,18051,5
3447,1416,5
3447,4959,5
3447,32099,5
3447,25145,5
3447,20006,5
3447,28669,5
3447,15169,4
3447,5090,4
3447,20824,4
3447,27535,4
3447,20781,4
3447,25147,4
3447,20288,4
3447,11503,4
3447,25438,4
3447,30386,4
3447,24997,4
3447,8533,4
3447,20989,4
3447,25148,4
3447,12940,4
3447,9477,4
3447,11834,4
3447,7668,4
3447,4968,4
3447,19786,4
3447,25146,4
3447,24517,4
3447,11753,4
3447,29081,4
3447,28670,4
3447,18301,4
3447,27556,3
3447,26697,3
3447,20181,3
3447,8059,3
3483,30574,1710
3483,11743,1153
3483,11557,513
3483,20939,418
3483,5207,127
3483,8055,126
3483,22743,125
3483,4949,119
3483,22034,91
3483,8067,84
3483,33114,79
3483,1416,75
3483,18326,71
3483,18367,63
3483,7852,60
3483,1659,54
3483,8717,52
3483,18045,52
3483,5051,50
3483,21989,49
3483,1642,47
3483,2277,43
3483,12948,43
3483,32989,41
3483,3389,41
3483,31505,41
3483,20994,40
3483,22753,38
3483,30521,38
3483,18318,37
3483,11590,34
3483,9477,34
3483,3392,33
3483,9484,31
3483,17213,29
3483,8517,28
3483,3371,27
3483,30672,27
3483,20926,27
3483,25506,25
3483,9221,23
3483,5105,23
3483,9638,23
3483,32586,22
3483,22689,21
3483,25151,21
3483,617,21
3483,20288,20
3483,30358,20
3483,1510,20
3483,20849,19
3483,31656,19
3483,603,19
3483,8346,19
3483,11643,18
3483,19524,18
3483,25145,18
3483,20774,17
3483,10644,17
3483,2104,16
3483,941,16
3483,18292,16
3483,4985,16
3483,12869,16
3483,27535,15
3483,20989,15
3483,5481,15
3483,21374,15
3483,15169,14
3483,26126,14
3483,26735,14
3483,11644,14
3483,8344,14
3483,25150,13
3483,10197,13
3483,14764,13
3483,3379,13
3483,28881,13
3483,4959,13
3483,25144,13
3483,11491,12
3483,22352,12
3483,25149,12
3483,32724,12
3483,2313,11
3483,20279,11
3483,29076,11
3483,3377,11
3483,22330,11
3483,29316,11
3483,1128,10
3483,20824,10
3483,25147,10
3483,2271,10
3483,2312,10
3483,8533,10
3483,12868,10
3483,4514,10
3483,25152,9
3483,24996,9
3507,30574,5087
3507,20939,1650
3507,16184,904
3507,11743,509
3507,15048,430
3507,27199,403
3507,28642,391
3507,6750,366
3507,26138,275
3507,8717,265
3507,11557,222
3507,8517,181
3507,10951,179
3507,5207,177
3507,20926,172
3507,28645,147
3507,22743,143
3507,7725,139
3507,12680,137
3507,9221,121
3507,8055,101
3507,10954,99
3507,20994,92
3507,18045,86
3507,1642,82
3507,3371,77
3507,23787,74
3507,20989,71
3507,1659,71
3507,15067,71
3507,3389,70
3507,17213,68
3507,3392,59
3507,29076,56
3507,617,56
3507,9336,55
3507,3379,51
3507,8429,51
3507,3377,49
3507,15060,47
3507,10197,44
3507,30358,43
3507,5521,40
3507,6766,38
3507,12663,38
3507,10210,37
3507,20957,33
3507,25148,33
3507,22753,31
3507,28637,31
3507,13794,30
3507,21412,30
3507,20849,29
3507,8428,29
3507,20774,28
3507,25147,28
3507,8533,28
3507,1691,27
3507,15169,27
3507,1540,27
3507,6729,27
3507,12135,27
3507,8527,26
3507,20662,26
3507,23788,26
3507,22689,25
3507,8076,25
3507,5090,23
3507,14064,23
3507,5481,23
3507,22944,23
3507,5608,23
3507,20986,22
3507,17667,22
3507,14408,21
3507,25146,21
3507,1542,20
3507,25149,20
3507,10094,20
3507,16188,20
3507,27306,20
3507,21815,19
3507,26207,19
3507,13792,19
3507,22034,18
3507,11550,18
3507,18054,18
3507,21384,18
3507,16356,18
3507,5520,18
3507,3358,17
3507,24995,17
3507,12940,17
3507,32686,17
3507,25150,16
3507,23037,16
3507,11503,16
3507,27927,16
3507,15094,16
3507,31206,16
3581,30574,10202
3581,8717,1864
3581,7457,481
3581,20939,394
3581,11557,266
3581,11743,252
3581,22743,172
3581,5207,130
3581,7404,84
